time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-12 00:00:00+00:00,332,41,1787,258
2024-06-13 00:00:00+00:00,581,50,4633,687
2024-06-14 00:00:00+00:00,337,35,4140,586
2024-06-15 00:00:00+00:00,2,1,936,203
2024-06-16 00:00:00+00:00,4,2,943,165
2024-06-17 00:00:00+00:00,1008,55,5447,652
2024-06-18 00:00:00+00:00,540,46,4566,686
2024-06-19 00:00:00+00:00,1067,59,4486,644
2024-06-20 00:00:00+00:00,371,41,4477,668
2024-06-21 00:00:00+00:00,468,46,3703,574
2024-06-22 00:00:00+00:00,21,8,778,163
2024-06-23 00:00:00+00:00,7,7,1095,146
2024-06-24 00:00:00+00:00,313,18,4447,704
2024-06-25 00:00:00+00:00,736,18,4485,798
2024-06-26 00:00:00+00:00,93,10,2363,382
