time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-19 00:00:00+00:00,242,26,1110,280
2025-02-20 00:00:00+00:00,1126,95,2970,645
2025-02-21 00:00:00+00:00,788,58,2323,573
2025-02-22 00:00:00+00:00,159,22,676,185
2025-02-23 00:00:00+00:00,85,22,670,228
2025-02-24 00:00:00+00:00,972,95,2874,632
2025-02-25 00:00:00+00:00,1269,104,3109,625
2025-02-26 00:00:00+00:00,995,101,3185,648
2025-02-27 00:00:00+00:00,255,33,2500,624
2025-02-28 00:00:00+00:00,1083,50,1968,567
2025-03-01 00:00:00+00:00,99,29,618,176
2025-03-02 00:00:00+00:00,162,37,504,173
2025-03-03 00:00:00+00:00,1166,136,2737,625
2025-03-04 00:00:00+00:00,1208,198,3407,652
2025-03-05 00:00:00+00:00,506,62,1430,320
