time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-10 00:00:00+00:00,667,69,1158,224
2025-06-11 00:00:00+00:00,1251,127,3337,621
2025-06-12 00:00:00+00:00,1052,99,2750,552
2025-06-13 00:00:00+00:00,629,75,2555,504
2025-06-14 00:00:00+00:00,134,26,495,132
2025-06-15 00:00:00+00:00,496,52,525,164
2025-06-16 00:00:00+00:00,1481,118,3220,515
2025-06-17 00:00:00+00:00,2093,158,3509,578
2025-06-18 00:00:00+00:00,1892,151,3457,563
2025-06-19 00:00:00+00:00,1749,166,2816,528
2025-06-20 00:00:00+00:00,680,73,2136,472
2025-06-21 00:00:00+00:00,102,30,554,134
2025-06-22 00:00:00+00:00,64,31,478,131
2025-06-23 00:00:00+00:00,1084,111,2401,548
2025-06-24 00:00:00+00:00,355,47,2460,294
