time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-05 00:00:00+00:00,99,14,968,220
2025-06-06 00:00:00+00:00,1535,119,2374,471
2025-06-07 00:00:00+00:00,167,27,596,135
2025-06-08 00:00:00+00:00,283,39,510,149
2025-06-09 00:00:00+00:00,1247,135,2725,492
2025-06-10 00:00:00+00:00,1467,140,2996,582
2025-06-11 00:00:00+00:00,1251,127,3337,621
2025-06-12 00:00:00+00:00,1052,99,2750,552
2025-06-13 00:00:00+00:00,629,75,2555,504
2025-06-14 00:00:00+00:00,134,26,495,132
2025-06-15 00:00:00+00:00,496,52,525,164
2025-06-16 00:00:00+00:00,1481,118,3220,515
2025-06-17 00:00:00+00:00,2093,158,3509,578
2025-06-18 00:00:00+00:00,1892,151,3457,563
2025-06-19 00:00:00+00:00,908,102,1552,297
