time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-06 00:00:00+00:00,267,31,1661,253
2024-06-07 00:00:00+00:00,475,54,4453,587
2024-06-08 00:00:00+00:00,62,13,907,166
2024-06-09 00:00:00+00:00,106,23,847,165
2024-06-10 00:00:00+00:00,640,69,4578,695
2024-06-11 00:00:00+00:00,393,53,4772,636
2024-06-12 00:00:00+00:00,640,68,4761,691
2024-06-13 00:00:00+00:00,581,50,4633,687
2024-06-14 00:00:00+00:00,337,35,4140,586
2024-06-15 00:00:00+00:00,2,1,936,203
2024-06-16 00:00:00+00:00,4,2,943,165
2024-06-17 00:00:00+00:00,1008,55,5447,652
2024-06-18 00:00:00+00:00,540,46,4566,686
2024-06-19 00:00:00+00:00,1067,59,4486,644
2024-06-20 00:00:00+00:00,97,14,2124,371
