time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-18 00:00:00+00:00,249,5,772,91
2023-02-19 00:00:00+00:00,604,11,937,206
2023-02-20 00:00:00+00:00,924,25,3481,554
2023-02-21 00:00:00+00:00,846,27,3718,717
2023-02-22 00:00:00+00:00,1318,25,3404,729
2023-02-23 00:00:00+00:00,1097,28,4522,724
2023-02-24 00:00:00+00:00,588,33,3174,569
2023-02-25 00:00:00+00:00,552,16,867,190
2023-02-26 00:00:00+00:00,575,21,942,210
2023-02-27 00:00:00+00:00,336,20,3852,718
2023-02-28 00:00:00+00:00,657,23,3653,734
2023-03-01 00:00:00+00:00,586,33,3676,702
2023-03-02 00:00:00+00:00,489,26,3927,749
2023-03-03 00:00:00+00:00,576,26,3445,635
2023-03-04 00:00:00+00:00,7,5,655,119
