time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-25 00:00:00+00:00,31,8,359,76
2025-05-26 00:00:00+00:00,335,56,1803,467
2025-05-27 00:00:00+00:00,433,67,2719,571
2025-05-28 00:00:00+00:00,999,103,2958,630
2025-05-29 00:00:00+00:00,1305,99,2824,605
2025-05-30 00:00:00+00:00,693,64,2021,526
2025-05-31 00:00:00+00:00,43,14,476,158
2025-06-01 00:00:00+00:00,62,27,516,164
2025-06-02 00:00:00+00:00,1137,105,2961,553
2025-06-03 00:00:00+00:00,973,109,3462,626
2025-06-04 00:00:00+00:00,1049,107,3142,581
2025-06-05 00:00:00+00:00,659,68,3878,565
2025-06-06 00:00:00+00:00,1535,119,2374,471
2025-06-07 00:00:00+00:00,167,27,596,135
2025-06-08 00:00:00+00:00,25,15,254,62
