url_path,views_total,views_unique
/carbon-design-system/carbon,176,123
/carbon-design-system/carbon/tree/main/packages/react,100,73
/carbon-design-system/carbon/pulls,89,19
/carbon-design-system/carbon/issues,59,26
/carbon-design-system/carbon/tree/main/packages/web-components,25,20
/carbon-design-system/carbon/tree/main/packages,23,19
/carbon-design-system/carbon/tree/main/packages/icons,23,19
/carbon-design-system/carbon/pull/20325,21,2
/carbon-design-system/carbon/blob/main/docs/guides/support.md,18,14
/carbon-design-system/carbon/tree/main/packages/react/src/components,16,15
