time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-09 00:00:00+00:00,35,9,288,85
2025-03-10 00:00:00+00:00,573,62,2548,594
2025-03-11 00:00:00+00:00,956,76,3207,637
2025-03-12 00:00:00+00:00,1108,102,3727,629
2025-03-13 00:00:00+00:00,603,69,3114,687
2025-03-14 00:00:00+00:00,945,71,3151,941
2025-03-15 00:00:00+00:00,227,21,923,282
2025-03-16 00:00:00+00:00,204,33,768,258
2025-03-17 00:00:00+00:00,1099,102,3329,693
2025-03-18 00:00:00+00:00,549,67,3309,781
2025-03-19 00:00:00+00:00,608,60,2934,670
2025-03-20 00:00:00+00:00,522,63,2704,624
2025-03-21 00:00:00+00:00,917,96,2692,632
2025-03-22 00:00:00+00:00,628,49,776,218
2025-03-23 00:00:00+00:00,63,34,276,111
