time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-01 00:00:00+00:00,355,10,2366,295
2024-08-02 00:00:00+00:00,198,10,4348,573
2024-08-03 00:00:00+00:00,8,3,816,153
2024-08-04 00:00:00+00:00,36,3,950,202
2024-08-05 00:00:00+00:00,274,8,3796,582
2024-08-06 00:00:00+00:00,332,4,4813,644
2024-08-07 00:00:00+00:00,218,6,5084,658
2024-08-08 00:00:00+00:00,372,9,4537,687
2024-08-09 00:00:00+00:00,887,12,4307,605
2024-08-10 00:00:00+00:00,12,7,1628,151
2024-08-11 00:00:00+00:00,23,7,1052,147
2024-08-12 00:00:00+00:00,518,17,4640,666
2024-08-13 00:00:00+00:00,320,10,4643,677
2024-08-14 00:00:00+00:00,413,10,4897,643
2024-08-15 00:00:00+00:00,32,3,1772,288
