time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-06 00:00:00+00:00,117,2,1632,220
2024-08-07 00:00:00+00:00,218,6,5084,658
2024-08-08 00:00:00+00:00,372,9,4537,687
2024-08-09 00:00:00+00:00,887,12,4307,605
2024-08-10 00:00:00+00:00,12,7,1628,151
2024-08-11 00:00:00+00:00,23,7,1052,147
2024-08-12 00:00:00+00:00,518,17,4640,666
2024-08-13 00:00:00+00:00,320,10,4643,677
2024-08-14 00:00:00+00:00,413,10,4897,643
2024-08-15 00:00:00+00:00,322,8,3909,548
2024-08-16 00:00:00+00:00,404,11,4985,558
2024-08-17 00:00:00+00:00,93,9,738,172
2024-08-18 00:00:00+00:00,2,2,984,140
2024-08-19 00:00:00+00:00,787,10,4429,674
2024-08-20 00:00:00+00:00,132,11,2223,380
