time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-30 00:00:00+00:00,146,14,129,70
2025-08-31 00:00:00+00:00,340,40,607,156
2025-09-01 00:00:00+00:00,1045,113,1849,397
2025-09-02 00:00:00+00:00,1805,174,2630,557
2025-09-03 00:00:00+00:00,1565,178,2431,573
2025-09-04 00:00:00+00:00,762,139,2242,514
2025-09-05 00:00:00+00:00,860,124,1856,463
2025-09-06 00:00:00+00:00,130,40,691,181
2025-09-07 00:00:00+00:00,304,61,571,160
2025-09-08 00:00:00+00:00,691,96,2284,535
2025-09-09 00:00:00+00:00,1195,140,2815,548
2025-09-10 00:00:00+00:00,1124,119,2923,676
2025-09-11 00:00:00+00:00,763,102,2473,573
2025-09-12 00:00:00+00:00,522,89,2269,470
2025-09-13 00:00:00+00:00,66,29,203,109
