time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-07 00:00:00+00:00,888,80,848,181
2025-10-08 00:00:00+00:00,1574,161,2493,550
2025-10-09 00:00:00+00:00,736,141,2232,570
2025-10-10 00:00:00+00:00,1675,139,2204,486
2025-10-11 00:00:00+00:00,185,74,443,156
2025-10-12 00:00:00+00:00,369,63,506,163
2025-10-13 00:00:00+00:00,1271,160,1975,480
2025-10-14 00:00:00+00:00,579,112,2242,492
2025-10-15 00:00:00+00:00,785,108,2465,532
2025-10-16 00:00:00+00:00,750,106,2415,511
2025-10-17 00:00:00+00:00,1462,233,2210,535
2025-10-18 00:00:00+00:00,229,129,433,191
2025-10-19 00:00:00+00:00,95,41,1807,196
2025-10-20 00:00:00+00:00,759,87,1975,452
2025-10-21 00:00:00+00:00,277,62,1056,294
