time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-18 00:00:00+00:00,9,4,395,68
2024-02-19 00:00:00+00:00,629,58,5087,613
2024-02-20 00:00:00+00:00,632,62,5330,727
2024-02-21 00:00:00+00:00,655,60,5526,688
2024-02-22 00:00:00+00:00,419,44,5702,715
2024-02-23 00:00:00+00:00,361,45,4053,579
2024-02-24 00:00:00+00:00,37,10,946,160
2024-02-25 00:00:00+00:00,30,14,1050,180
2024-02-26 00:00:00+00:00,774,58,5172,690
2024-02-27 00:00:00+00:00,289,48,5112,742
2024-02-28 00:00:00+00:00,373,57,6222,748
2024-02-29 00:00:00+00:00,413,64,5527,711
2024-03-01 00:00:00+00:00,419,58,4434,605
2024-03-02 00:00:00+00:00,28,10,1778,182
2024-03-03 00:00:00+00:00,21,13,369,84
