time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-26 00:00:00+00:00,21,2,225,54
2024-10-27 00:00:00+00:00,5,4,705,189
2024-10-28 00:00:00+00:00,1011,14,2858,622
2024-10-29 00:00:00+00:00,918,12,2824,676
2024-10-30 00:00:00+00:00,223,9,2036,573
2024-10-31 00:00:00+00:00,211,6,1692,443
2024-11-01 00:00:00+00:00,207,6,1348,340
2024-11-02 00:00:00+00:00,6,4,354,117
2024-11-03 00:00:00+00:00,81,7,694,146
2024-11-04 00:00:00+00:00,481,11,2538,574
2024-11-05 00:00:00+00:00,967,13,2963,560
2024-11-06 00:00:00+00:00,995,16,3172,602
2024-11-07 00:00:00+00:00,725,10,2790,598
2024-11-08 00:00:00+00:00,568,13,2028,514
2024-11-09 00:00:00+00:00,3,2,293,109
