time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-26 00:00:00+00:00,367,32,1906,290
2024-03-27 00:00:00+00:00,702,57,5696,655
2024-03-28 00:00:00+00:00,343,43,3981,605
2024-03-29 00:00:00+00:00,229,27,2828,403
2024-03-30 00:00:00+00:00,27,6,1065,166
2024-03-31 00:00:00+00:00,37,16,999,144
2024-04-01 00:00:00+00:00,339,47,3481,514
2024-04-02 00:00:00+00:00,494,54,4365,668
2024-04-03 00:00:00+00:00,1017,82,4985,760
2024-04-04 00:00:00+00:00,380,47,4750,688
2024-04-05 00:00:00+00:00,52,19,4279,581
2024-04-06 00:00:00+00:00,27,9,3075,179
2024-04-07 00:00:00+00:00,32,12,1588,174
2024-04-08 00:00:00+00:00,434,51,5143,644
2024-04-09 00:00:00+00:00,12,6,2465,368
