time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-19 00:00:00+00:00,308,19,1518,323
2023-01-20 00:00:00+00:00,453,25,2775,554
2023-01-21 00:00:00+00:00,29,9,624,182
2023-01-22 00:00:00+00:00,30,11,860,188
2023-01-23 00:00:00+00:00,173,11,2395,659
2023-01-24 00:00:00+00:00,694,22,3344,676
2023-01-25 00:00:00+00:00,606,18,3778,635
2023-01-26 00:00:00+00:00,187,13,2510,579
2023-01-27 00:00:00+00:00,312,16,2521,562
2023-01-28 00:00:00+00:00,38,8,763,190
2023-01-29 00:00:00+00:00,28,11,660,166
2023-01-30 00:00:00+00:00,384,23,2890,673
2023-01-31 00:00:00+00:00,885,24,3553,707
2023-02-01 00:00:00+00:00,312,22,2992,711
2023-02-02 00:00:00+00:00,7,3,1248,364
