time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-23 00:00:00+00:00,276,12,1878,323
2023-03-24 00:00:00+00:00,165,16,2661,680
2023-03-25 00:00:00+00:00,49,8,803,175
2023-03-26 00:00:00+00:00,18,14,821,197
2023-03-27 00:00:00+00:00,200,17,3310,698
2023-03-28 00:00:00+00:00,210,14,3422,745
2023-03-29 00:00:00+00:00,247,13,3335,761
2023-03-30 00:00:00+00:00,483,24,3795,684
2023-03-31 00:00:00+00:00,485,20,2729,594
2023-04-01 00:00:00+00:00,27,15,559,166
2023-04-02 00:00:00+00:00,20,13,1113,170
2023-04-03 00:00:00+00:00,465,21,3786,701
2023-04-04 00:00:00+00:00,469,19,3394,686
2023-04-05 00:00:00+00:00,314,19,3058,714
2023-04-06 00:00:00+00:00,3,3,1320,351
