time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-18 00:00:00+00:00,74,44,213,78
2025-10-19 00:00:00+00:00,95,41,1807,196
2025-10-20 00:00:00+00:00,759,87,1975,452
2025-10-21 00:00:00+00:00,532,108,2573,661
2025-10-22 00:00:00+00:00,1369,178,3172,695
2025-10-23 00:00:00+00:00,1775,153,3261,599
2025-10-24 00:00:00+00:00,2006,126,2003,501
2025-10-25 00:00:00+00:00,277,67,1117,304
2025-10-26 00:00:00+00:00,163,54,916,247
2025-10-27 00:00:00+00:00,2384,144,2831,647
2025-10-28 00:00:00+00:00,4688,167,2970,670
2025-10-29 00:00:00+00:00,2179,120,2516,577
2025-10-30 00:00:00+00:00,2394,143,4048,553
2025-10-31 00:00:00+00:00,1417,267,1923,556
2025-11-01 00:00:00+00:00,564,23,306,187
