time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-10 00:00:00+00:00,573,36,1915,222
2024-05-11 00:00:00+00:00,23,5,1186,192
2024-05-12 00:00:00+00:00,30,12,1104,159
2024-05-13 00:00:00+00:00,634,61,5837,611
2024-05-14 00:00:00+00:00,451,55,4531,601
2024-05-15 00:00:00+00:00,887,72,4991,620
2024-05-16 00:00:00+00:00,234,29,5107,652
2024-05-17 00:00:00+00:00,304,35,3645,575
2024-05-18 00:00:00+00:00,23,8,1030,158
2024-05-19 00:00:00+00:00,20,9,912,140
2024-05-20 00:00:00+00:00,231,37,4440,549
2024-05-21 00:00:00+00:00,768,55,4624,661
2024-05-22 00:00:00+00:00,341,44,5348,727
2024-05-23 00:00:00+00:00,354,41,4862,645
2024-05-24 00:00:00+00:00,64,10,2041,361
